art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
Expressionism,edvard-munch_history-1916,awe,The wise old man sits on the rock teaching his son a lesson.,50,Edvard Munch,History,1916.0,edvard munch,history,https://uploads4.wikiart.org/images/edvard-munch/history-1916.jpg
Expressionism,edvard-munch_history-1916,contentment,The man looks like he is guiding and teaching his son.,50,Edvard Munch,History,1916.0,edvard munch,history,https://uploads4.wikiart.org/images/edvard-munch/history-1916.jpg
Expressionism,edvard-munch_history-1916,awe,A grandfather imparting his wisdom to his grandson high in the mountains near sacred places.,50,Edvard Munch,History,1916.0,edvard munch,history,https://uploads4.wikiart.org/images/edvard-munch/history-1916.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,contentment,Warm yellows are inviting and the man is kissing the woman's cheek and the pigs are eating from their trough.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The woman looks like she is trying to get away from the man but can't.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The house seems to be in dire need of repair as it falls apart.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The picture looks really dreary and brown,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,anger,It's painting brings out anger in me and reminds me of the time that we were slaves and treated as less than. I don't like the way the African American is in the corner bending over.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,"A definite sadness with this one, the run down building with broken shutters and rotten roof. Poverty is sad to think about.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,fear,The roof might cave in on the people who live in it since there is a hole in it,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,anger,"The men outside this home seem to be disrespecting it, like the guy urinating on it on the right side of the picture, but the man in the doorway seems to be harassing the woman while another person is hiding but peeking out the window.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,something else,A painting that depicts a historical portrait od life with is interesting.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,awe,Great detail work throughout this piece. I see many images that could be considered subliminal messages. Not sure what the blob is at center-right.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,excitement,The use of light blue in the upper corner of the painting compliments well with the yellowish house.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,fear,Is this an unwanted advance on a wife while the husband works around the back of the cottage?,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,The people and animals are creepy looking and it looks like the guy in the corner is urinating.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,the house falling into disrepair gives an attitude of partial abandonment,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The rundown condition of the house makes me sad for the occupants and worried about their well-being.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,"The yellow tones of this makes me think of the bubonic plague, as the animals in the forground looks like they are dead.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,something else,"Everything about this portrait is SO 'earthtone', including structure, animals and people, maybe the artist color palette was limited.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,"Destroyed the home bay be, but never shall the family be.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,contentment,The animals roaming free in the street are cute.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,All of the humans here seem to be engaged in lewd behavior.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,People living in a filthy and broken window house is depressing.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,it looks like this village has just been attacked and these people will have to rebuild their home,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,The man is clearly making advances against a women who does not wish them while others are around and not doing anything about it.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,excitement,"This picture is exciting because it has a lot of action, ranging from animals feeding to people working and a couple making out.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The people seem to be hardworking like the serfs and peasents of europe. One of the animals in the muddy water seems to be struggling or drowning which is made worse by some of the window boards falling apart.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,contentment,"Although the house shown seems in need of some minor repairs and their are some untoward elements, such as a giant ear of corn, giant spoon and giant nail, none of the animal or human denizens appear remotely fazed by this. All seem to be going about their day, of eating, philandering, spurning affections proffered, working and people-watching quite as usual.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,The house which the man and the woman are standing in the doorway of looks so sad and rundown. I'd hate to live there.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,the muted colors and sickly hue is depressing and the more you look at it the more despair that is conveyed.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,amusement,I like the style of the painting and the way the woman is resisting a kiss from the man.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,something else,"This picture just makes me feel confusing, because there is so much going on with the people in this picture.",49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,amusement,The Farm scene is funny because the people appear to be doing different things that are on like a couple in the doorway.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,contentment,the couple is happily settled in a small town,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,fear,The man hiding outside the home looks like he is plotting to attack the arguing couple in the door way.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,amusement,It seems like this could be a picture in a fairy tale book.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,a desolate and run down place; in the house there seems to be some commotion of violence towards a woman with another staring out of the window maybe wondering when the other man will be back.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,There is always so much work to do and wants a kiss? I am so frustrated.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,fear,It looks like the man outside is up to no good.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,disgust,The run down status of the home makes me feel disgusted by the dirty squalid conditions.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,sadness,Eking out an existence and an unhappy woman and what the heck is that man doing behind the house?,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,contentment,if you could live in a banana this would be it,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Northern_Renaissance,hieronymus-bosch_the-house-of-ill-fame,awe,I love these old farm scenes and the way this is portrayed with a soft gold glow with a lot going on from the tattered rood to animals drinking to a bird cage and someone in the window is really neat.,49,Hieronymus Bosch,The House Of Ill Fame,,hieronymus bosch,the house of ill fame,https://uploads8.wikiart.org/images/hieronymus-bosch/the-house-of-ill-fame.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,I think it is neat if it is explaining what each piece of clothing and jewelry is traditionally named.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,"The unabiliity to read the words on the image makes me feel confused and almost uninterested, i do like the attire on the person",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,this looks like a diagram for a body suit design,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,The turban and the attrie  is more suitable for a king than for a snake charmer in the picture in real life .,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,It reminds me of the animated movie Alladin. The outfit looks very regal.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The lady's brown pants help to create contrast with her cape.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The details tell a story without much movement.  It has nice ideas on what goes on,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,I am curious about this man and who he is or what he is wearing that is so special.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,This painting makes me feel like this woman is proud of who she is and is not afraid to show off.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The woman's costume is as colorful as the dances she performs in it.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,This is an image of someone wearing maybe an arabian outfit it makes me confused as i have no idea what the image is for or what its about!,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,"I feel pretty neutral, it looks like a sewing pattern image",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The white spotted head dress and cape stands out and is a good contrast to the brown and gold costume.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,I feel confusion because the labeling makes me wonder what purpose this sketch held.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,"The outfit is bright and light, it looks regal and wealthy because of the colors used and the details added.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The labels on the drawing remind me of a calm day at school.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,amusement,the woman seems to have a very confident air about her,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,"The person's dress is elegant, high class.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The middle eastern style outfit looks low a costume sketch and it's nicely done.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,I like that clothing design can be seen as art. It seems like traditional garb for an event or celebration. The colors are practical and fitting.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,"A cool picture, the style of this dress is super nice, and the girl does a really great job of pulling this off.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,I like the use of purple and yellow on the woman's dress.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,excitement,looks like a design sketch made by a fashion artist on a piece of work he is working on,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The person's attire looks very regal and elegant.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The labling of the image makes it seem like its in some sort of fashion magizine,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,This looks like a nice outfit sketched by someone who is going to make it.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,amusement,The bright colors are so happy and fun and the pouffy shapes of the veil and pants seem so whimsical. This looks like an outfit someone would were to a party or special event.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The woman's white veil and colorful hat makes me feel interested in the designs.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,amusement,"The earrings are obnoxious, and I want to know what the words say.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,amusement,The attire has many attributes with descriptions too vague to be read,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The man's outfit stands out like he's a giant peacock.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,"The lady with her turban and uprurned shoes reminds me of an arabian dancer or someone from ""Arabian Nights"".",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,This woman looks rich since she's wearing a crown and golden dangling earrings.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,something else,"I feel intrigued because this appears to be about Indian culture and I recently read a book about Greek mythology, and that has lead me to study mythology of other cultures.",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The dynamic outfit is a sign of wealth and prosperity for a royal member of society.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,awe,The mans dress looks like an interesting costume to a movie.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,"This seemingly feminine personage, dressed in Middle-Eastern garb, eyes shut, seems lost in a transporting dance, her arms poised in a rhythmic motion..",48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
Art_Nouveau_Modern,konstantin-korovin_slave-of-the-queen-retinue-shemakhan-1909,contentment,The picture has a overall light feeling to it because of the light and airy whites and greens.,48,Konstantin Korovin,Slave Of The Queen Retinue Shemakhan,1909.0,konstantin korovin,slave of the queen retinue shemakhan,https://uploads3.wikiart.org/images/konstantin-korovin/slave-of-the-queen-retinue-shemakhan-1909.jpg
